name,icon,id,description,members,gp_value,lowalch,limit,highalch
M. treasure chest (flatpack),https://oldschool.runescape.wiki/images/M._treasure_chest_(flatpack).png,9864,Mahogany treasure chest.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Machete,https://oldschool.runescape.wiki/images/Machete.png,975,A jungle specific slashing device.,https://oldschool.runescape.wiki/images/Member_icon.png,40,16,15,24
Mackerel,https://oldschool.runescape.wiki/images/Mackerel.png,355,Some nicely cooked mackerel.,https://oldschool.runescape.wiki/images/Member_icon.png,15,6,6000,9
Mage's book,https://oldschool.runescape.wiki/images/Mage's_book.png,6889,The magical book of the Mage.,https://oldschool.runescape.wiki/images/Member_icon.png,500,200,15,300
Magic bird house,https://oldschool.runescape.wiki/images/Magic_bird_house.png,22201,Feed and catch the birds by placing this in the right spot.,https://oldschool.runescape.wiki/images/Member_icon.png,5,2,250,3
Magic box,https://oldschool.runescape.wiki/images/Magic_box.png,10025,A magical catching box.,https://oldschool.runescape.wiki/images/Member_icon.png,600,240,250,360
Magic cape rack (flatpack),https://oldschool.runescape.wiki/images/Magic_cape_rack_(flatpack).png,9848,How does it all fit in there?,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Magic comp bow,https://oldschool.runescape.wiki/images/Magic_comp_bow.png,10284,A powerful bow made from magic wood.,https://oldschool.runescape.wiki/images/Member_icon.png,2500,1000,8,1500
Magic essence mix(1),https://oldschool.runescape.wiki/images/Magic_essence_mix(1).png,11491,One dose of fishy Magic essence.,https://oldschool.runescape.wiki/images/Member_icon.png,130,52,2000,78
Magic essence mix(2),https://oldschool.runescape.wiki/images/Magic_essence_mix(2).png,11489,Two doses of fishy Magic essence.,https://oldschool.runescape.wiki/images/Member_icon.png,180,72,2000,108
Magic fang,https://oldschool.runescape.wiki/images/Magic_fang.png,12932,This can be attached to a Staff of the Dead or a Trident of the Seas.,https://oldschool.runescape.wiki/images/Member_icon.png,102000,40800,5,61200
Magic leaves,https://oldschool.runescape.wiki/images/Magic_leaves.png,6030,A pile of Magic tree leaves.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,0,1
Magic logs,https://oldschool.runescape.wiki/images/Magic_logs.png,1513,Logs cut from a magic tree.,https://oldschool.runescape.wiki/images/Member_icon.png,320,128,12000,192
Magic longbow,https://oldschool.runescape.wiki/images/Magic_longbow.png,859,A nice sturdy magical bow.,https://oldschool.runescape.wiki/images/Member_icon.png,2560,1024,18000,1536
Magic longbow (u),https://oldschool.runescape.wiki/images/Magic_longbow_(u).png,70,An unstrung magic longbow; I need a bowstring for this.,https://oldschool.runescape.wiki/images/Member_icon.png,1280,512,10000,768
Magic mix(1),https://oldschool.runescape.wiki/images/Magic_mix(1).png,11515,One dose of fishy Magic potion.,https://oldschool.runescape.wiki/images/Member_icon.png,150,60,2000,90
Magic mix(2),https://oldschool.runescape.wiki/images/Magic_mix(2).png,11513,Two doses of fishy Magic potion.,https://oldschool.runescape.wiki/images/Member_icon.png,200,80,2000,120
Magic potion(1),https://oldschool.runescape.wiki/images/Magic_potion(1).png,3046,1 dose of Magic potion.,https://oldschool.runescape.wiki/images/Member_icon.png,150,60,2000,90
Magic potion(2),https://oldschool.runescape.wiki/images/Magic_potion(2).png,3044,2 doses of Magic potion.,https://oldschool.runescape.wiki/images/Member_icon.png,200,80,2000,120
Magic potion(3),https://oldschool.runescape.wiki/images/Magic_potion(3).png,3042,3 doses of Magic potion.,https://oldschool.runescape.wiki/images/Member_icon.png,250,100,2000,150
Magic potion(4),https://oldschool.runescape.wiki/images/Magic_potion(4).png,3040,4 doses of Magic potion.,https://oldschool.runescape.wiki/images/Member_icon.png,300,120,2000,180
Magic pyre logs,https://oldschool.runescape.wiki/images/Magic_pyre_logs.png,3448,Magic logs prepared with sacred oil for a funeral pyre.,https://oldschool.runescape.wiki/images/Member_icon.png,640,256,11000,384
Magic roots,https://oldschool.runescape.wiki/images/Magic_roots.png,6051,The roots of the Magic tree.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,11000,1
Magic sapling,https://oldschool.runescape.wiki/images/Magic_sapling.png,5374,This sapling is ready to be replanted in a tree patch.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,200,1
Magic seed,https://oldschool.runescape.wiki/images/Magic_seed_5.png,5316,Plant this in a plantpot of soil to grow a sapling.,https://oldschool.runescape.wiki/images/Member_icon.png,422,168,200,253
Magic shield,https://oldschool.runescape.wiki/images/Magic_shield.png,22263,A solid magic wood shield.,https://oldschool.runescape.wiki/images/Member_icon.png,1280,512,125,768
Magic shortbow,https://oldschool.runescape.wiki/images/Magic_shortbow.png,861,"Short and magical, but still effective.",https://oldschool.runescape.wiki/images/Member_icon.png,1600,640,18000,960
Magic shortbow (u),https://oldschool.runescape.wiki/images/Magic_shortbow_(u).png,72,An unstrung magic shortbow; I need a bowstring for this.,https://oldschool.runescape.wiki/images/Member_icon.png,800,320,10000,480
Magic shortbow scroll,https://oldschool.runescape.wiki/images/Magic_shortbow_scroll.png,12786,Use on a Magic shortbow to imbue the bow.,https://oldschool.runescape.wiki/images/Member_icon.png,5000,2000,10000,3000
Magic staff,https://oldschool.runescape.wiki/images/Magic_staff.png,1389,A Magical staff.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,200,80,125,120
Magic stock,https://oldschool.runescape.wiki/images/Magic_stock.png,21952,A magic crossbow stock.,https://oldschool.runescape.wiki/images/Member_icon.png,280,112,10000,168
Magic stone,https://oldschool.runescape.wiki/images/Magic_stone.png,8788,A magic stone to make high-level furniture.,https://oldschool.runescape.wiki/images/Member_icon.png,750000,300000,11000,450000
Magic string,https://oldschool.runescape.wiki/images/Magic_string.png,6038,I could use this to make jewellery.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,11000,1
Magpie impling jar,https://oldschool.runescape.wiki/images/Magpie_impling_jar.png,11252,Magpie impling in a jar.,https://oldschool.runescape.wiki/images/Member_icon.png,50,20,18000,30
Magus ring,https://oldschool.runescape.wiki/images/Magus_ring.png,28313,An occult ring that grants immense magical power.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,0,1
Mahogany armchair (flatpack),https://oldschool.runescape.wiki/images/Mahogany_armchair_(flatpack).png,8508,How does it all fit in there?,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Mahogany armour case (flatpack),https://oldschool.runescape.wiki/images/Mahogany_armour_case_(flatpack).png,9861,Mahogany armour case.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Mahogany bench (flatpack),https://oldschool.runescape.wiki/images/Mahogany_bench_(flatpack).png,8572,How does it all fit in there?,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Mahogany bird house,https://oldschool.runescape.wiki/images/Mahogany_bird_house.png,22195,Feed and catch the birds by placing this in the right spot.,https://oldschool.runescape.wiki/images/Member_icon.png,5,2,250,3
Mahogany bookcase (flatpack),https://oldschool.runescape.wiki/images/Mahogany_bookcase_(flatpack).png,8514,How does it all fit in there?,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Mahogany cape rack (flatpack),https://oldschool.runescape.wiki/images/Mahogany_cape_rack_(flatpack).png,9845,How does it all fit in there?,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Mahogany dresser (flatpack),https://oldschool.runescape.wiki/images/Mahogany_dresser_(flatpack).png,8606,How does it all fit in there?,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Mahogany fancy dress box (flatpack),https://oldschool.runescape.wiki/images/Mahogany_fancy_dress_box_(flatpack).png,9867,Mahogany fancy dress box.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Mahogany logs,https://oldschool.runescape.wiki/images/Mahogany_logs.png,6332,Some well-cut mahogany logs.,https://oldschool.runescape.wiki/images/Member_icon.png,50,20,11000,30
Mahogany magic wardrobe (flatpack),https://oldschool.runescape.wiki/images/Mahogany_magic_wardrobe_(flatpack).png,9856,Mahogany magic wardrobe.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Mahogany plank,https://oldschool.runescape.wiki/images/Mahogany_plank.png,8782,A plank of expensive mahogany.,https://oldschool.runescape.wiki/images/Member_icon.png,1500,600,13000,900
Mahogany pyre logs,https://oldschool.runescape.wiki/images/Mahogany_pyre_logs.png,6213,Mahogany logs prepared with sacred oil for a funeral pyre.,https://oldschool.runescape.wiki/images/Member_icon.png,200,80,11000,120
Mahogany sapling,https://oldschool.runescape.wiki/images/Mahogany_sapling.png,21480,This sapling is ready to be replanted in a tree patch.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,200,1
Mahogany seed,https://oldschool.runescape.wiki/images/Mahogany_seed_5.png,21488,Plant this in a plantpot of soil to grow a sapling.,https://oldschool.runescape.wiki/images/Member_icon.png,48,19,200,28
Mahogany stock,https://oldschool.runescape.wiki/images/Mahogany_stock.png,9450,A mahogany crossbow stock.,https://oldschool.runescape.wiki/images/Member_icon.png,133,53,10000,79
Mahogany table (flatpack),https://oldschool.runescape.wiki/images/Mahogany_table_(flatpack).png,8558,How does it all fit in there?,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Mahogany toy box (flatpack),https://oldschool.runescape.wiki/images/Mahogany_toy_box_(flatpack).png,9851,How does it all fit in there?,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Mahogany wardrobe (flatpack),https://oldschool.runescape.wiki/images/Mahogany_wardrobe_(flatpack).png,8620,How does it all fit in there?,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Malediction shard 1,https://oldschool.runescape.wiki/images/Malediction_shard_1.png,11931,A broken shield piece.,https://oldschool.runescape.wiki/images/Member_icon.png,31000,12400,10000,18600
Malediction shard 2,https://oldschool.runescape.wiki/images/Malediction_shard_2.png,11932,A broken shield piece.,https://oldschool.runescape.wiki/images/Member_icon.png,31000,12400,10000,18600
Malediction shard 3,https://oldschool.runescape.wiki/images/Malediction_shard_3.png,11933,A broken shield piece.,https://oldschool.runescape.wiki/images/Member_icon.png,31000,12400,10000,18600
Malediction ward,https://oldschool.runescape.wiki/images/Malediction_ward.png,11924,"An ancient, evil shield forged by Volcanic heat.",https://oldschool.runescape.wiki/images/Member_icon.png,45000,18000,8,27000
Malicious ashes,https://oldschool.runescape.wiki/images/Malicious_ashes.png,25772,A heap of ashes.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,0,1
Manta ray,https://oldschool.runescape.wiki/images/Manta_ray.png,391,A rare catch.,https://oldschool.runescape.wiki/images/Member_icon.png,200,80,10000,120
Maple bird house,https://oldschool.runescape.wiki/images/Maple_bird_house.png,22192,Feed and catch the birds by placing this in the right spot.,https://oldschool.runescape.wiki/images/Member_icon.png,5,2,250,3
Maple blackjack,https://oldschool.runescape.wiki/images/Maple_blackjack.png,6416,A solid bit of maple.,https://oldschool.runescape.wiki/images/Member_icon.png,1200,480,125,720
Maple blackjack(d),https://oldschool.runescape.wiki/images/Maple_blackjack(d).png,6420,A defensive blackjack.,https://oldschool.runescape.wiki/images/Member_icon.png,1600,640,125,960
Maple blackjack(o),https://oldschool.runescape.wiki/images/Maple_blackjack(o).png,6418,An offensive blackjack.,https://oldschool.runescape.wiki/images/Member_icon.png,1600,640,125,960
Maple leaves,https://oldschool.runescape.wiki/images/Maple_leaves.png,6028,A pile of Maple tree leaves.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,0,1
Maple logs,https://oldschool.runescape.wiki/images/Maple_logs.png,1517,Logs cut from a maple tree.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,80,32,15000,48
Maple longbow,https://oldschool.runescape.wiki/images/Maple_longbow.png,851,A nice sturdy bow made out of Maple.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,640,256,18000,384
Maple longbow (u),https://oldschool.runescape.wiki/images/Maple_longbow_(u).png,62,An unstrung maple longbow; I need a bowstring for this.,https://oldschool.runescape.wiki/images/Member_icon.png,320,128,10000,192
Maple pyre logs,https://oldschool.runescape.wiki/images/Maple_pyre_logs.png,3444,Maple logs prepared with sacred oil for a funeral pyre.,https://oldschool.runescape.wiki/images/Member_icon.png,160,64,11000,96
Maple roots,https://oldschool.runescape.wiki/images/Maple_roots.png,6047,The roots of the Maple tree.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,11000,1
Maple sapling,https://oldschool.runescape.wiki/images/Maple_sapling.png,5372,This sapling is ready to be replanted in a tree patch.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,200,1
Maple seed,https://oldschool.runescape.wiki/images/Maple_seed_5.png,5314,Plant this in a plantpot of soil to grow a sapling.,https://oldschool.runescape.wiki/images/Member_icon.png,48,19,200,28
Maple shield,https://oldschool.runescape.wiki/images/Maple_shield.png,22257,A solid maple shield.,https://oldschool.runescape.wiki/images/Member_icon.png,320,128,125,192
Maple shortbow,https://oldschool.runescape.wiki/images/Maple_shortbow.png,853,"A shortbow made out of Maple, still effective.",https://oldschool.runescape.wiki/images/Free-to-play_icon.png,400,160,18000,240
Maple shortbow (u),https://oldschool.runescape.wiki/images/Maple_shortbow_(u).png,64,An unstrung maple shortbow; I need a bowstring for this.,https://oldschool.runescape.wiki/images/Member_icon.png,200,80,10000,120
Maple stock,https://oldschool.runescape.wiki/images/Maple_stock.png,9448,A maple crossbow stock.,https://oldschool.runescape.wiki/images/Member_icon.png,100,40,10000,60
Marble block,https://oldschool.runescape.wiki/images/Marble_block.png,8786,A beautifully carved marble block.,https://oldschool.runescape.wiki/images/Member_icon.png,250000,100000,11000,150000
Marble cape rack (flatpack),https://oldschool.runescape.wiki/images/Marble_cape_rack_(flatpack).png,9847,How does it all fit in there?,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Marble magic wardrobe (flatpack),https://oldschool.runescape.wiki/images/Marble_magic_wardrobe_(flatpack).png,9858,Marble magic wardrobe.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Marigold seed,https://oldschool.runescape.wiki/images/Marigold_seed_5.png,5096,A marigold seed - plant in a flower patch.,https://oldschool.runescape.wiki/images/Member_icon.png,2,1,600,1
Marigolds,https://oldschool.runescape.wiki/images/Marigolds.png,6010,A bunch of marigolds.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,600,1
Marrentill,https://oldschool.runescape.wiki/images/Marrentill.png,251,A herb used in poison cures.,https://oldschool.runescape.wiki/images/Member_icon.png,5,2,13000,3
Marrentill potion (unf),https://oldschool.runescape.wiki/images/Marrentill_potion_(unf).png,93,I need another ingredient to finish this Marrentill potion.,https://oldschool.runescape.wiki/images/Member_icon.png,5,2,10000,3
Marrentill seed,https://oldschool.runescape.wiki/images/Marrentill_seed_5.png,5292,A marrentill seed - plant in a herb patch.,https://oldschool.runescape.wiki/images/Member_icon.png,2,1,600,1
Marrentill tar,https://oldschool.runescape.wiki/images/Marrentill_tar.png,10143,"A thick, foul-smelling, tar-like substance with an orange tinge.",https://oldschool.runescape.wiki/images/Member_icon.png,1,1,7000,1
